username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 01:47:06,1,"#Day29 @DataScienceNIG #DSN70DaysOfML @AiPlus_FUTA @spatialdatasci #geospatial #GIS
SVM perform much better when data is linearly separable, Transformation is carry out on old hyperplane to create a new one that enhance SVM to perform better on Nonlinear separable data..1/2","[{'text': 'Day29', 'indices': [19, 25]}, {'text': 'DSN70DaysOfML', 'indices': [42, 56]}, {'text': 'geospatial', 'indices': [86, 97]}, {'text': 'GIS', 'indices': [98, 102]}]"
elisha_ekanem,,,1334,328,546,2017-08-22 12:38:28,2020-07-30 01:46:41,1,"#Day29 @DataScienceNIG #DSN70DaysOfML @AiPlus_FUTA @spatialdatasci #geospatial #GIS
SVM perform much better when data is linearly separable, Transformation is carry out on old hyperplane to create a new one that enhance SVM to perform better on Nonlinear separable data..1/2","[{'text': 'Day29', 'indices': [0, 6]}, {'text': 'DSN70DaysOfML', 'indices': [23, 37]}, {'text': 'geospatial', 'indices': [67, 78]}, {'text': 'GIS', 'indices': [79, 83]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 01:41:17,1,"The different in SVM hyperplane and decision boundary is that SVM hyperplane map entries to either 1 or-1 while decision boundary hyperplane separate the point at zero(0).
@DataScienceNIG #Day28 #DSN70DaysOfML @AiPlus_FUTA #GIS",[]
elisha_ekanem,,,1334,328,546,2017-08-22 12:38:28,2020-07-30 01:39:49,1,"The different in SVM hyperplane and decision boundary is that SVM hyperplane map entries to either 1 or-1 while decision boundary hyperplane separate the point at zero(0).
@DataScienceNIG #Day28 #DSN70DaysOfML @AiPlus_FUTA #GIS","[{'text': 'Day28', 'indices': [188, 194]}, {'text': 'DSN70DaysOfML', 'indices': [195, 209]}, {'text': 'GIS', 'indices': [223, 227]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 01:36:54,1,It has come to knowledge that during SVM optimization it is the convex optimization that is perform .@DataScienceNIG #DSN70DaysOfML @AiPlus_FUTA @GIS,[]
elisha_ekanem,,,1334,328,546,2017-08-22 12:38:28,2020-07-30 01:36:03,1,It has come to knowledge that during SVM optimization it is the convex optimization that is perform .@DataScienceNIG #DSN70DaysOfML @AiPlus_FUTA @GIS,"[{'text': 'DSN70DaysOfML', 'indices': [117, 131]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 01:32:32,1,"The training time of SVM depend largely on the Dataset ,and convex optimization is considered valuable because we can tell when point of optimization is reached. #DSN70DaysOfML @DataScienceNIG @AiPlus_FUTA #Day26",[]
elisha_ekanem,,,1334,328,546,2017-08-22 12:38:28,2020-07-30 01:31:39,1,"The training time of SVM depend largely on the Dataset ,and convex optimization is considered valuable because we can tell when point of optimization is reached. #DSN70DaysOfML @DataScienceNIG @AiPlus_FUTA #Day26","[{'text': 'DSN70DaysOfML', 'indices': [162, 176]}, {'text': 'Day26', 'indices': [206, 212]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 01:28:10,1,"#Day25_28
#DSN70DaysOfML @DataScienceNIG @AiPlus_FUTA 
We used Object in SVM so we can train it and save and not have to retrain, while in KnearestNeighbor is not so because every prediction need a retrain .","[{'text': 'Day25_28', 'indices': [19, 28]}, {'text': 'DSN70DaysOfML', 'indices': [29, 43]}]"
elisha_ekanem,,,1334,328,546,2017-08-22 12:38:28,2020-07-30 01:27:23,1,"#Day25_28
#DSN70DaysOfML @DataScienceNIG @AiPlus_FUTA 
We used Object in SVM so we can train it and save and not have to retrain, while in KnearestNeighbor is not so because every prediction need a retrain .","[{'text': 'Day25_28', 'indices': [0, 9]}, {'text': 'DSN70DaysOfML', 'indices': [10, 24]}]"
machine_ml,"Here, we retweet everything related to #MachineLearning
-
Data Science with Python: https://t.co/0HeXi52hwW
-
IBM Data Science Professional: https://t.co/NGM1EBnTyB",,21,10761,132259,2018-06-06 04:55:52,2020-07-30 01:17:08,2,"#Day28 and #Day29 of #DSN70DaysOfML 

Our first SVM algorithm ( linearly separable data) was completed. Kernel introduced on #Day29 helps in creating multiple dimensions incase of non-linearly separable data.... 

@DataScienceNIG #MachineLearning @AiUnilorin","[{'text': 'Day28', 'indices': [15, 21]}, {'text': 'Day29', 'indices': [26, 32]}, {'text': 'DSN70DaysOfML', 'indices': [36, 50]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 01:16:27,2,"#Day28 and #Day29 of #DSN70DaysOfML 

Our first SVM algorithm ( linearly separable data) was completed. Kernel introduced on #Day29 helps in creating multiple dimensions incase of non-linearly separable data.... 

@DataScienceNIG #MachineLearning @AiUnilorin","[{'text': 'Day28', 'indices': [15, 21]}, {'text': 'Day29', 'indices': [26, 32]}, {'text': 'DSN70DaysOfML', 'indices': [36, 50]}]"
fikkyman1,"Christ! 📢
Tech boy 💻
United ✨✨",Nigeria,417,74,293,2014-09-06 18:56:18,2020-07-30 01:16:09,2,"#Day28 and #Day29 of #DSN70DaysOfML 

Our first SVM algorithm ( linearly separable data) was completed. Kernel introduced on #Day29 helps in creating multiple dimensions incase of non-linearly separable data.... 

@DataScienceNIG #MachineLearning @AiUnilorin","[{'text': 'Day28', 'indices': [0, 6]}, {'text': 'Day29', 'indices': [11, 17]}, {'text': 'DSN70DaysOfML', 'indices': [21, 35]}, {'text': 'Day29', 'indices': [125, 131]}, {'text': 'MachineLearning', 'indices': [230, 246]}]"
youngapp_pf,"AI-driven text data extracting APIs for business automation 🙌 🙌
#API #OCR #Machinelearning #AI #Automation","Paris, France",3608,2022,31400,2015-11-29 14:15:48,2020-07-30 01:05:16,5,"Day 25: Creating an SVM from scratch - Practical Machine Learning Tutorial with Python p.25 @DataScienceNIG 

•the advantage of using OOP to build SVM from scratch is to keep the states of the functions and variables.

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3",[]
TheCuriousLuke,Luke identifies himself as a: #MachineLearning #Enthusiast 🤖 ¦ #Biotechnology #Student 🤓 ¦ former #Chemical #Labtechnician 👨‍🔬 ¦  #Human,Switzerland,259,5098,217799,2018-11-18 10:50:47,2020-07-30 00:27:18,5,"Day 27: SVM Optimization - Practical Machine Learning Tutorial with Python p.27
@DataScienceNIG 

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3","[{'text': 'DSN70DaysOfML', 'indices': [115, 129]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 00:26:53,5,"Day 27: SVM Optimization - Practical Machine Learning Tutorial with Python p.27
@DataScienceNIG 

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3","[{'text': 'DSN70DaysOfML', 'indices': [115, 129]}]"
SamuelMbah_,Data Analytics Enthusiast | iTeach MS-Excel & PowerBI || Limitless 🐆 || #Excel #PowerBI #Python #Tableau  #ML,Nigeria,631,2305,5021,2012-10-26 09:19:08,2020-07-30 00:26:09,5,"Day 27: SVM Optimization - Practical Machine Learning Tutorial with Python p.27
@DataScienceNIG 

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3","[{'text': 'DSN70DaysOfML', 'indices': [98, 112]}, {'text': 'AIBootcamp2020', 'indices': [113, 128]}, {'text': 'MachineLearning', 'indices': [129, 145]}, {'text': 'Python3', 'indices': [146, 154]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 00:25:25,3,"Day 26: SVM Training - Practical Machine Learning Tutorial with Python p.26
@DataScienceNIG 

•def fit( ) performs the optimisation part of SVM.
•Generally the training time of SVM depends largely on the dataset volume.

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3",[]
SamuelMbah_,Data Analytics Enthusiast | iTeach MS-Excel & PowerBI || Limitless 🐆 || #Excel #PowerBI #Python #Tableau  #ML,Nigeria,631,2305,5021,2012-10-26 09:19:08,2020-07-30 00:25:13,3,"Day 26: SVM Training - Practical Machine Learning Tutorial with Python p.26
@DataScienceNIG 

•def fit( ) performs the optimisation part of SVM.
•Generally the training time of SVM depends largely on the dataset volume.

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3","[{'text': 'DSN70DaysOfML', 'indices': [221, 235]}, {'text': 'AIBootcamp2020', 'indices': [236, 251]}, {'text': 'MachineLearning', 'indices': [252, 268]}, {'text': 'Python3', 'indices': [269, 277]}]"
TheCuriousLuke,Luke identifies himself as a: #MachineLearning #Enthusiast 🤖 ¦ #Biotechnology #Student 🤓 ¦ former #Chemical #Labtechnician 👨‍🔬 ¦  #Human,Switzerland,259,5098,217799,2018-11-18 10:50:47,2020-07-30 00:24:04,5,"Day 25: Creating an SVM from scratch - Practical Machine Learning Tutorial with Python p.25 @DataScienceNIG 

•the advantage of using OOP to build SVM from scratch is to keep the states of the functions and variables.

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3",[]
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-30 00:23:58,5,"Day 25: Creating an SVM from scratch - Practical Machine Learning Tutorial with Python p.25 @DataScienceNIG 

•the advantage of using OOP to build SVM from scratch is to keep the states of the functions and variables.

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3",[]
SamuelMbah_,Data Analytics Enthusiast | iTeach MS-Excel & PowerBI || Limitless 🐆 || #Excel #PowerBI #Python #Tableau  #ML,Nigeria,631,2305,5021,2012-10-26 09:19:08,2020-07-30 00:23:27,5,"Day 25: Creating an SVM from scratch - Practical Machine Learning Tutorial with Python p.25 @DataScienceNIG 

•the advantage of using OOP to build SVM from scratch is to keep the states of the functions and variables.

#DSN70DaysOfML
#AIBootcamp2020
#MachineLearning
#Python3","[{'text': 'DSN70DaysOfML', 'indices': [219, 233]}, {'text': 'AIBootcamp2020', 'indices': [234, 249]}, {'text': 'MachineLearning', 'indices': [250, 266]}, {'text': 'Python3', 'indices': [267, 275]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-29 23:27:08,1,"Day 29: #DSN70DaysOfML. We learnt about Kernels. They are used with SVM to work with multidimensional data by transforming this data into some sort of a linear one for classification to be done.

I did some additional reading on Data Preprocessing (MinMaxScaler).","[{'text': 'DSN70DaysOfML', 'indices': [22, 36]}]"
M4Mayowa,"**Civil Engineering**Data Science**Arts**               
               #Jw
'I just wanna perspire to acquire and feel alright'",,126,43,77,2020-06-12 20:54:27,2020-07-29 23:26:14,1,"Day 29: #DSN70DaysOfML. We learnt about Kernels. They are used with SVM to work with multidimensional data by transforming this data into some sort of a linear one for classification to be done.

I did some additional reading on Data Preprocessing (MinMaxScaler).","[{'text': 'DSN70DaysOfML', 'indices': [8, 22]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-29 22:59:27,3,"Day [29/70]
KERNELS
*A kernel is a similarity function which takes two inputs and outputs their similarity.
*Kernels basically augment our svm machine learning algorithm...
*Kernels are done with inner/dot products.
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning",[]
techtrendingnow,"Follow me for update about what trend in tech right now : GPT-3 | AI | BlockChain etc... Like My Work? plz, Buy Me A coffee: https://t.co/UWL6Aa3dbq",,81,584,43317,2018-06-22 10:41:21,2020-07-29 22:59:16,3,"Day [29/70]
KERNELS
*A kernel is a similarity function which takes two inputs and outputs their similarity.
*Kernels basically augment our svm machine learning algorithm...
*Kernels are done with inner/dot products.
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning",[]
CodeGnuts,Just a bot helping coders show their progress. Automation built in #NodeJs by @AdamSpiceOnline. #100DaysOfCode,,0,1540,195633,2020-05-28 22:26:07,2020-07-29 22:59:16,3,"Day [29/70]
KERNELS
*A kernel is a similarity function which takes two inputs and outputs their similarity.
*Kernels basically augment our svm machine learning algorithm...
*Kernels are done with inner/dot products.
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning",[]
gold_ochim,...🌇,"Abuja, Nigeria",507,112,227,2018-02-25 19:40:54,2020-07-29 22:59:11,3,"Day [29/70]
KERNELS
*A kernel is a similarity function which takes two inputs and outputs their similarity.
*Kernels basically augment our svm machine learning algorithm...
*Kernels are done with inner/dot products.
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning","[{'text': 'DSN70DaysOfML', 'indices': [216, 230]}, {'text': 'Python', 'indices': [231, 238]}, {'text': 'CodeNewbie', 'indices': [239, 250]}, {'text': 'MachineLearning', 'indices': [251, 267]}]"
api_daily,API News communicate on fresh news about API Technology ✊ on keywords #api #backend 🙌🙌,,2684,1650,23327,2020-01-22 16:35:54,2020-07-29 22:45:20,3,"#Day29 of Machine Learning with @DataScienceNIG .I learned about kernels, a function that checks similarities between 2 inputs.
#MachineLearning
@AiLautech 
@o_funminiyi 
@wimlds 
#70daysofML
@Dsn70daysofML","[{'text': 'Day29', 'indices': [14, 20]}]"
TheCuriousLuke,Luke identifies himself as a: #MachineLearning #Enthusiast 🤖 ¦ #Biotechnology #Student 🤓 ¦ former #Chemical #Labtechnician 👨‍🔬 ¦  #Human,Switzerland,259,5098,217799,2018-11-18 10:50:47,2020-07-29 22:15:04,3,"#Day29 of Machine Learning with @DataScienceNIG .I learned about kernels, a function that checks similarities between 2 inputs.
#MachineLearning
@AiLautech 
@o_funminiyi 
@wimlds 
#70daysofML
@Dsn70daysofML","[{'text': 'Day29', 'indices': [14, 20]}]"
BrainRoaring,"Unapologetically multidisciplinarian. Musings on tech, business, geopolitics and culture.",,1,1494,88360,2018-04-21 19:48:36,2020-07-29 22:14:59,3,"#Day29 of Machine Learning with @DataScienceNIG .I learned about kernels, a function that checks similarities between 2 inputs.
#MachineLearning
@AiLautech 
@o_funminiyi 
@wimlds 
#70daysofML
@Dsn70daysofML","[{'text': 'Day29', 'indices': [14, 20]}]"
v_fadare,"God Over Everything//A Mathematician//Tech enthusiast  https://t.co/Glb4WwaYg5 Web Developer//Data Scientist//Entrepreneur//
ayomidefadare26@gmail.com.",Nigeria,623,210,417,2016-05-08 13:58:00,2020-07-29 22:14:31,3,"#Day29 of Machine Learning with @DataScienceNIG .I learned about kernels, a function that checks similarities between 2 inputs.
#MachineLearning
@AiLautech 
@o_funminiyi 
@wimlds 
#70daysofML
@Dsn70daysofML","[{'text': 'Day29', 'indices': [0, 6]}, {'text': 'MachineLearning', 'indices': [128, 144]}, {'text': '70daysofML', 'indices': [180, 191]}]"
moneyrealtorbot,Sharing the best of @themoneyrealtor,,27,63,1997,2020-07-25 22:22:02,2020-07-29 22:05:08,4,"#Day29 of #DSN70daysofML @DataScienceNIG
Intro to #kernels.
Kernels is used with the SVM to take a new perspective and translate into further dimensions to find a linearly separable case.
#python #machinelearning #ArtificialInteligence","[{'text': 'Day29', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}, {'text': 'kernels', 'indices': [67, 75]}]"
youngapp_pf,"AI-driven text data extracting APIs for business automation 🙌 🙌
#API #OCR #Machinelearning #AI #Automation","Paris, France",3608,2022,31400,2015-11-29 14:15:48,2020-07-29 22:05:02,4,"#Day29 of #DSN70daysofML @DataScienceNIG
Intro to #kernels.
Kernels is used with the SVM to take a new perspective and translate into further dimensions to find a linearly separable case.
#python #machinelearning #ArtificialInteligence","[{'text': 'Day29', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}, {'text': 'kernels', 'indices': [67, 75]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-29 21:23:17,4,"#Day29 of #DSN70daysofML @DataScienceNIG
Intro to #kernels.
Kernels is used with the SVM to take a new perspective and translate into further dimensions to find a linearly separable case.
#python #machinelearning #ArtificialInteligence","[{'text': 'Day29', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}, {'text': 'kernels', 'indices': [67, 75]}]"
chibuike170,"#ElectronicsLover  #IoT C++
#arduino #Embeddedsystems #ShamelessLearner 
#ArsenalFan #Wireless #IgboAmaka #AfricanRep",,1098,631,197,2019-09-27 11:02:20,2020-07-29 21:22:06,4,"#Day29 of #DSN70daysofML @DataScienceNIG
Intro to #kernels.
Kernels is used with the SVM to take a new perspective and translate into further dimensions to find a linearly separable case.
#python #machinelearning #ArtificialInteligence","[{'text': 'Day29', 'indices': [0, 6]}, {'text': 'DSN70daysofML', 'indices': [10, 24]}, {'text': 'kernels', 'indices': [50, 58]}, {'text': 'python', 'indices': [188, 195]}, {'text': 'machinelearning', 'indices': [196, 212]}, {'text': 'ArtificialInteligence', 'indices': [213, 235]}]"
AiLautech,"@DataScienceNIG AI+ Community in Lautech. AI meetups/trainings for knowledge,
research and innovation. Lead: @_emmapraise
#1m_AI_talents_in_10_years","Ogbomosho, Nigeria",68,186,146,2019-12-15 07:46:14,2020-07-29 16:13:15,4,"#Day21 of Machine learning with @DataScienceNIG .  learnt about the basics of vector, identifying the magnitude and direction, calculating the magnitude of a vector.
@AiLautech 
@wimlds 
#70daysofML
@Dsn70daysofML 
@o_funminiyi 
#MachineLearning","[{'text': 'Day21', 'indices': [14, 20]}]"
AiLautech,"@DataScienceNIG AI+ Community in Lautech. AI meetups/trainings for knowledge,
research and innovation. Lead: @_emmapraise
#1m_AI_talents_in_10_years","Ogbomosho, Nigeria",68,186,146,2019-12-15 07:46:14,2020-07-29 16:13:06,4,"#Day25.26 of Machine learning with @DataScienceNIG .I am in the process of learning how to use  SVM from scratch.
@AiLautech 
#DSN70daysofML 
@wimlds 
#MachineLearning 
@o_funminiyi","[{'text': 'Day25', 'indices': [14, 20]}]"
AiLautech,"@DataScienceNIG AI+ Community in Lautech. AI meetups/trainings for knowledge,
research and innovation. Lead: @_emmapraise
#1m_AI_talents_in_10_years","Ogbomosho, Nigeria",68,186,146,2019-12-15 07:46:14,2020-07-29 16:12:45,6,"#day27 of Machine Learning with @DataScienceNIG .I learnt about SVM optimization, convex optimization.
@AiLautech 
@Dsn70daysofML 
#MachineLearning
@wimlds 
@o_funminiyi 
#70daysofML","[{'text': 'day27', 'indices': [14, 20]}]"
Gladdens_Eniola,Python programmer | SQL | Data Science & ML Enthusiast | CS Undergrad.,"Lagos, Nigeria",275,77,158,2016-09-26 17:46:45,2020-07-29 12:19:22,1,"Today we were introduced to Kernels at the #70daysofML with @DataScienceNIG. A Kernel is a similarity function that takes in two inputs and gives their similarity as output.
@Dsn70daysofML 
#MachineLearning","[{'text': '70daysofML', 'indices': [43, 54]}, {'text': 'MachineLearning', 'indices': [190, 206]}]"
newbie_codes,What folks are saying about the newbies,,0,191,11606,2019-11-23 17:44:31,2020-07-29 00:51:28,4,"Day [28/70]
The svm algorithm completed. So long!
Hyperplane of the sample data displayed. The visualize method isn't exactly by default, part of the svm model. it's just an add in this case to help us see how this thing works.
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning https://t.co/lM8il3Gf73",[]
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-29 00:46:05,4,"Day [28/70]
The svm algorithm completed. So long!
Hyperplane of the sample data displayed. The visualize method isn't exactly by default, part of the svm model. it's just an add in this case to help us see how this thing works.
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning https://t.co/lM8il3Gf73",[]
developersbot,"I serve as a motivator to programmers 👨‍💻@engg_rky programmed me in #NodeJS. I’m working 24x7 & now hungry, please feed me your FOLLOW 👍 otherwise I’ll DIE💀",AWS Server,1,1165,75092,2020-05-31 19:31:30,2020-07-29 00:45:25,4,"Day [28/70]
The svm algorithm completed. So long!
Hyperplane of the sample data displayed. The visualize method isn't exactly by default, part of the svm model. it's just an add in this case to help us see how this thing works.
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning https://t.co/lM8il3Gf73",[]
gold_ochim,...🌇,"Abuja, Nigeria",507,112,227,2018-02-25 19:40:54,2020-07-29 00:45:21,4,"Day [28/70]
The svm algorithm completed. So long!
Hyperplane of the sample data displayed. The visualize method isn't exactly by default, part of the svm model. it's just an add in this case to help us see how this thing works.
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning https://t.co/lM8il3Gf73","[{'text': 'DSN70DaysOfML', 'indices': [228, 242]}, {'text': 'Python', 'indices': [243, 250]}, {'text': 'CodeNewbie', 'indices': [251, 262]}, {'text': 'MachineLearning', 'indices': [263, 279]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-28 22:59:46,1,"#Day28 of #DSN70daysofML
@DataScienceNIG
The difference between the SVM hyperplanes and the decision boundary is :
 The SVM hyperplanes map entri to either 1 or -1 while the decision boundary hyperplane separate these points","[{'text': 'Day28', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}]"
chibuike170,"#ElectronicsLover  #IoT C++
#arduino #Embeddedsystems #ShamelessLearner 
#ArsenalFan #Wireless #IgboAmaka #AfricanRep",,1098,631,197,2019-09-27 11:02:20,2020-07-28 22:59:11,1,"#Day28 of #DSN70daysofML
@DataScienceNIG
The difference between the SVM hyperplanes and the decision boundary is :
 The SVM hyperplanes map entri to either 1 or -1 while the decision boundary hyperplane separate these points","[{'text': 'Day28', 'indices': [0, 6]}, {'text': 'DSN70daysofML', 'indices': [10, 24]}]"
techtrendingnow,"Follow me for update about what trend in tech right now : GPT-3 | AI | BlockChain etc... Like My Work? plz, Buy Me A coffee: https://t.co/UWL6Aa3dbq",,81,584,43317,2018-06-22 10:41:21,2020-07-28 22:52:34,2,"#Day28 of Machine Learning with @DataScienceNIG .We completed the SVM from scratch, but unfortunately my visual is still not showing, I have so many errors , will debug tomorrow.
@AiLautech 
@o_funminiyi 
#MachineLearning
@Dsn70daysofML 
@wimlds 
#Dsn70daysofML","[{'text': 'Day28', 'indices': [14, 20]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-28 22:52:29,2,"#Day28 of Machine Learning with @DataScienceNIG .We completed the SVM from scratch, but unfortunately my visual is still not showing, I have so many errors , will debug tomorrow.
@AiLautech 
@o_funminiyi 
#MachineLearning
@Dsn70daysofML 
@wimlds 
#Dsn70daysofML","[{'text': 'Day28', 'indices': [14, 20]}]"
v_fadare,"God Over Everything//A Mathematician//Tech enthusiast  https://t.co/Glb4WwaYg5 Web Developer//Data Scientist//Entrepreneur//
ayomidefadare26@gmail.com.",Nigeria,623,210,417,2016-05-08 13:58:00,2020-07-28 22:51:20,2,"#Day28 of Machine Learning with @DataScienceNIG .We completed the SVM from scratch, but unfortunately my visual is still not showing, I have so many errors , will debug tomorrow.
@AiLautech 
@o_funminiyi 
#MachineLearning
@Dsn70daysofML 
@wimlds 
#Dsn70daysofML","[{'text': 'Day28', 'indices': [0, 6]}, {'text': 'MachineLearning', 'indices': [205, 221]}, {'text': 'Dsn70daysofML', 'indices': [247, 261]}]"
JimLynchCodes,"~Seek #truth, Speak #love, Stay #humble~ 
A test-driven polyglot software engineer in nyc.
Probably coding...","Manhattan, NY",3413,2287,45372,2015-10-11 18:32:07,2020-07-28 22:31:04,6,"Day 28 of #DSN70DaysOfML. We finished up with creating our custom SVM model and also got it to visualize!!. And boy! Things are getting tougher by the day.
Progress, not Perfection🤞🤞
#100DaysOfCode","[{'text': 'DSN70DaysOfML', 'indices': [24, 38]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-28 22:27:44,6,"Day 28 of #DSN70DaysOfML. We finished up with creating our custom SVM model and also got it to visualize!!. And boy! Things are getting tougher by the day.
Progress, not Perfection🤞🤞
#100DaysOfCode","[{'text': 'DSN70DaysOfML', 'indices': [24, 38]}]"
nlognbot,"Hi, I'm a bot that retweets #100daysofcode #javascript and #nlogn
You can follow me.😉

P.S. I was created by @nlognco DM for removal of offensive content.",,2,1439,188388,2020-05-12 04:22:53,2020-07-28 22:27:11,6,"Day 28 of #DSN70DaysOfML. We finished up with creating our custom SVM model and also got it to visualize!!. And boy! Things are getting tougher by the day.
Progress, not Perfection🤞🤞
#100DaysOfCode","[{'text': 'DSN70DaysOfML', 'indices': [24, 38]}]"
RobotProud,This robot is very proud of you and your progress. Automaton built in Ruby by @ray_codes_stuff to celebrate & motivate folks doing #100daysofcode,,1,458,85490,2020-04-19 16:22:45,2020-07-28 22:27:10,6,"Day 28 of #DSN70DaysOfML. We finished up with creating our custom SVM model and also got it to visualize!!. And boy! Things are getting tougher by the day.
Progress, not Perfection🤞🤞
#100DaysOfCode","[{'text': 'DSN70DaysOfML', 'indices': [24, 38]}]"
learn__together,"I am a bot 🤖 Created by @toshiyamarukubo to retweet specific hashtags, #100DaysOfCode #WomenWhoCode and so on. Let's learn together 😃",Japan,0,2180,349803,2020-02-03 02:55:50,2020-07-28 22:27:10,6,"Day 28 of #DSN70DaysOfML. We finished up with creating our custom SVM model and also got it to visualize!!. And boy! Things are getting tougher by the day.
Progress, not Perfection🤞🤞
#100DaysOfCode","[{'text': 'DSN70DaysOfML', 'indices': [24, 38]}]"
100xcode,"I *only* RT your progress tweets 😎

Check out https://t.co/quTEhK1vY8 for open source icons

Follow me and @username_ZAYDEK (maker) for web dev ✨",Hosted on GCP,10661,15669,426584,2018-05-27 19:03:26,2020-07-28 22:27:08,6,"Day 28 of #DSN70DaysOfML. We finished up with creating our custom SVM model and also got it to visualize!!. And boy! Things are getting tougher by the day.
Progress, not Perfection🤞🤞
#100DaysOfCode","[{'text': 'DSN70DaysOfML', 'indices': [24, 38]}]"
M4Mayowa,"**Civil Engineering**Data Science**Arts**               
               #Jw
'I just wanna perspire to acquire and feel alright'",,126,43,77,2020-06-12 20:54:27,2020-07-28 22:27:03,6,"Day 28 of #DSN70DaysOfML. We finished up with creating our custom SVM model and also got it to visualize!!. And boy! Things are getting tougher by the day.
Progress, not Perfection🤞🤞
#100DaysOfCode","[{'text': 'DSN70DaysOfML', 'indices': [10, 24]}, {'text': '100DaysOfCode', 'indices': [183, 197]}]"
